"No.","Time","Source","Destination","Protocol","Length","Info"
"11516","70.457467","104.44.200.242","192.168.10.162","UDP","334","3480  >  35920 Len=292"
"11518","70.491202","104.44.200.242","192.168.10.162","UDP","334","3480  >  35920 Len=292"
"11519","70.491203","104.44.200.242","192.168.10.162","UDP","334","3480  >  35920 Len=292"
"11520","70.494270","104.44.200.242","192.168.10.162","UDP","1077","3480  >  35920 Len=1035"
"11521","70.495563","104.44.200.242","192.168.10.162","UDP","503","3480  >  35920 Len=461"
"11522","70.500490","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11523","70.500491","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11524","70.500492","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11525","70.500492","104.44.200.242","192.168.10.162","UDP","692","3480  >  35920 Len=650"
"11526","70.500493","104.44.200.242","192.168.10.162","UDP","691","3480  >  35920 Len=649"
"11527","70.501527","104.44.200.242","192.168.10.162","UDP","356","3480  >  35920 Len=314"
"11528","70.501531","104.44.200.242","192.168.10.162","UDP","355","3480  >  35920 Len=313"
"11530","70.512421","104.44.200.242","192.168.10.162","UDP","708","3480  >  35920 Len=666"
"11531","70.512542","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11532","70.512543","104.44.200.242","192.168.10.162","UDP","267","3480  >  35920 Len=225"
"11535","70.542995","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11537","70.557626","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11541","70.615629","104.44.200.242","192.168.10.162","UDP","1108","3480  >  35920 Len=1066"
"11542","70.616201","104.44.200.242","192.168.10.162","UDP","1108","3480  >  35920 Len=1066"
"11543","70.616788","104.44.200.242","192.168.10.162","UDP","398","3480  >  35920 Len=356"
"11544","70.616789","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11545","70.618267","104.44.200.242","192.168.10.162","UDP","398","3480  >  35920 Len=356"
"11546","70.618267","104.44.200.242","192.168.10.162","UDP","398","3480  >  35920 Len=356"
"11547","70.623269","104.44.200.242","192.168.10.162","UDP","1124","3480  >  35920 Len=1082"
"11548","70.623270","104.44.200.242","192.168.10.162","UDP","465","3480  >  35920 Len=423"
"11549","70.623273","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11550","70.623274","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"11551","70.626640","104.44.200.242","192.168.10.162","UDP","745","3480  >  35920 Len=703"
"11552","70.626641","104.44.200.242","192.168.10.162","UDP","745","3480  >  35920 Len=703"
"11553","70.626642","104.44.200.242","192.168.10.162","UDP","347","3480  >  35920 Len=305"
"11554","70.626642","104.44.200.242","192.168.10.162","UDP","346","3480  >  35920 Len=304"
"11555","70.627204","104.44.200.242","192.168.10.162","UDP","761","3480  >  35920 Len=719"
"11558","70.661933","104.44.200.242","192.168.10.162","UDP","301","3480  >  35920 Len=259"
"11559","70.671086","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11560","70.671086","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11561","70.671647","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11564","70.704330","104.44.200.242","192.168.10.162","UDP","939","3480  >  35920 Len=897"
"11565","70.707737","104.44.200.242","192.168.10.162","UDP","457","3480  >  35920 Len=415"
"11567","70.714519","104.44.200.242","192.168.10.162","UDP","955","3480  >  35920 Len=913"
"11568","70.714519","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"11569","70.719846","104.44.200.242","192.168.10.162","UDP","164","3480  >  35920 Len=122"
"11571","70.741023","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11572","70.741023","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11574","70.747361","104.44.200.242","192.168.10.162","UDP","244","3480  >  35920 Len=202"
"11575","70.762321","104.44.200.242","192.168.10.162","UDP","208","3480  >  35920 Len=166"
"11576","70.762322","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11577","70.763131","104.44.200.242","192.168.10.162","UDP","659","3480  >  35920 Len=617"
"11578","70.764537","104.44.200.242","192.168.10.162","UDP","658","3480  >  35920 Len=616"
"11579","70.764537","104.44.200.242","192.168.10.162","UDP","363","3480  >  35920 Len=321"
"11580","70.764707","104.44.200.242","192.168.10.162","UDP","362","3480  >  35920 Len=320"
"11581","70.765959","104.44.200.242","192.168.10.162","UDP","675","3480  >  35920 Len=633"
"11582","70.766806","104.44.200.242","192.168.10.162","UDP","120","3480  >  35920 Len=78"
"11583","70.776475","104.44.200.242","192.168.10.162","UDP","286","3480  >  35920 Len=244"
"11586","70.824017","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11587","70.830199","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11589","70.847341","104.44.200.242","192.168.10.162","UDP","1080","3480  >  35920 Len=1038"
"11590","70.847341","104.44.200.242","192.168.10.162","UDP","1080","3480  >  35920 Len=1038"
"11591","70.847343","104.44.200.242","192.168.10.162","UDP","335","3480  >  35920 Len=293"
"11592","70.853651","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11593","70.853791","104.44.200.242","192.168.10.162","UDP","335","3480  >  35920 Len=293"
"11595","70.863671","104.44.200.242","192.168.10.162","UDP","335","3480  >  35920 Len=293"
"11596","70.863672","104.44.200.242","192.168.10.162","UDP","334","3480  >  35920 Len=292"
"11597","70.863672","104.44.200.242","192.168.10.162","UDP","1096","3480  >  35920 Len=1054"
"11598","70.863673","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11599","70.863673","104.44.200.242","192.168.10.162","UDP","470","3480  >  35920 Len=428"
"11601","70.871969","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11602","70.912003","104.44.200.242","192.168.10.162","UDP","701","3480  >  35920 Len=659"
"11603","70.912003","104.44.200.242","192.168.10.162","UDP","700","3480  >  35920 Len=658"
"11604","70.912004","104.44.200.242","192.168.10.162","UDP","372","3480  >  35920 Len=330"
"11605","70.912004","104.44.200.242","192.168.10.162","UDP","372","3480  >  35920 Len=330"
"11606","70.912007","104.44.200.242","192.168.10.162","UDP","717","3480  >  35920 Len=675"
"11607","70.912007","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11608","70.920695","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11609","70.920695","104.44.200.242","192.168.10.162","UDP","259","3480  >  35920 Len=217"
"11611","70.933842","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"11614","70.968113","104.44.200.242","192.168.10.162","UDP","116","3480  >  35920 Len=74"
"11615","70.968114","104.44.200.242","192.168.10.162","UDP","1071","3480  >  35920 Len=1029"
"11616","70.974256","104.44.200.242","192.168.10.162","UDP","1071","3480  >  35920 Len=1029"
"11618","70.977110","104.44.200.242","192.168.10.162","UDP","390","3480  >  35920 Len=348"
"11619","70.977110","104.44.200.242","192.168.10.162","UDP","390","3480  >  35920 Len=348"
"11620","70.978364","104.44.200.242","192.168.10.162","UDP","390","3480  >  35920 Len=348"
"11621","70.986646","104.44.200.242","192.168.10.162","UDP","1087","3480  >  35920 Len=1045"
"11623","70.988078","104.44.200.242","192.168.10.162","UDP","496","3480  >  35920 Len=454"
"11624","70.993741","104.44.200.242","192.168.10.162","UDP","115","3480  >  35920 Len=73"
"11625","70.993741","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11628","71.035419","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"11629","71.045996","104.44.200.242","192.168.10.162","UDP","1137","3480  >  35920 Len=1095"
"11630","71.046610","104.44.200.242","192.168.10.162","UDP","344","3480  >  35920 Len=302"
"11632","71.049615","104.44.200.242","192.168.10.162","UDP","343","3480  >  35920 Len=301"
"11633","71.071816","104.44.200.242","192.168.10.162","UDP","1153","3480  >  35920 Len=1111"
"11634","71.071816","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11635","71.074693","104.44.200.242","192.168.10.162","UDP","295","3480  >  35920 Len=253"
"11636","71.074819","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11637","71.074820","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"11639","71.103554","104.44.200.242","192.168.10.162","UDP","117","3480  >  35920 Len=75"
"11642","71.109490","104.44.200.242","192.168.10.162","UDP","1054","3480  >  35920 Len=1012"
"11645","71.114305","104.44.200.242","192.168.10.162","UDP","1053","3480  >  35920 Len=1011"
"11646","71.115974","104.44.200.242","192.168.10.162","UDP","401","3480  >  35920 Len=359"
"11647","71.117607","104.44.200.242","192.168.10.162","UDP","401","3480  >  35920 Len=359"
"11648","71.119956","104.44.200.242","192.168.10.162","UDP","401","3480  >  35920 Len=359"
"11649","71.138634","104.44.200.242","192.168.10.162","UDP","1070","3480  >  35920 Len=1028"
"11650","71.138636","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11651","71.139756","104.44.200.242","192.168.10.162","UDP","465","3480  >  35920 Len=423"
"11652","71.142650","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11653","71.142651","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11657","71.199983","104.44.200.242","192.168.10.162","UDP","701","3480  >  35920 Len=659"
"11659","71.216999","104.44.200.242","192.168.10.162","UDP","701","3480  >  35920 Len=659"
"11660","71.217000","104.44.200.242","192.168.10.162","UDP","334","3480  >  35920 Len=292"
"11661","71.217000","104.44.200.242","192.168.10.162","UDP","333","3480  >  35920 Len=291"
"11662","71.217826","104.44.200.242","192.168.10.162","UDP","717","3480  >  35920 Len=675"
"11663","71.219740","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11664","71.220779","104.44.200.242","192.168.10.162","UDP","282","3480  >  35920 Len=240"
"11665","71.220885","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11666","71.221746","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11667","71.225838","104.44.200.242","192.168.10.162","UDP","1043","3480  >  35920 Len=1001"
"11669","71.233078","104.44.200.242","192.168.10.162","UDP","1043","3480  >  35920 Len=1001"
"11670","71.234318","104.44.200.242","192.168.10.162","UDP","392","3480  >  35920 Len=350"
"11671","71.234318","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11672","71.240089","104.44.200.242","192.168.10.162","UDP","392","3480  >  35920 Len=350"
"11673","71.240090","104.44.200.242","192.168.10.162","UDP","392","3480  >  35920 Len=350"
"11674","71.240289","104.44.200.242","192.168.10.162","UDP","1059","3480  >  35920 Len=1017"
"11675","71.246884","104.44.200.242","192.168.10.162","UDP","480","3480  >  35920 Len=438"
"11676","71.246885","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11679","71.283213","104.44.200.242","192.168.10.162","UDP","111","3480  >  35920 Len=69"
"11681","71.293180","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11682","71.314689","104.44.200.242","192.168.10.162","UDP","1190","3480  >  35920 Len=1148"
"11683","71.314690","104.44.200.242","192.168.10.162","UDP","387","3480  >  35920 Len=345"
"11684","71.314691","104.44.200.242","192.168.10.162","UDP","387","3480  >  35920 Len=345"
"11685","71.319216","104.44.200.242","192.168.10.162","UDP","1206","3480  >  35920 Len=1164"
"11686","71.319218","104.44.200.242","192.168.10.162","UDP","262","3480  >  35920 Len=220"
"11687","71.319219","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11688","71.321124","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11692","71.363110","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11694","71.377042","104.44.200.242","192.168.10.162","UDP","1044","3480  >  35920 Len=1002"
"11695","71.380433","104.44.200.242","192.168.10.162","UDP","1043","3480  >  35920 Len=1001"
"11696","71.385898","104.44.200.242","192.168.10.162","UDP","402","3480  >  35920 Len=360"
"11697","71.385898","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11698","71.387785","104.44.200.242","192.168.10.162","UDP","402","3480  >  35920 Len=360"
"11699","71.388100","104.44.200.242","192.168.10.162","UDP","400","3480  >  35920 Len=358"
"11707","71.554763","104.44.200.242","192.168.10.162","UDP","1060","3480  >  35920 Len=1018"
"11708","71.554764","104.44.200.242","192.168.10.162","UDP","525","3480  >  35920 Len=483"
"11709","71.554768","104.44.200.242","192.168.10.162","UDP","120","3480  >  35920 Len=78"
"11710","71.554768","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11711","71.554768","104.44.200.242","192.168.10.162","UDP","682","3480  >  35920 Len=640"
"11712","71.554769","104.44.200.242","192.168.10.162","UDP","681","3480  >  35920 Len=639"
"11713","71.554769","104.44.200.242","192.168.10.162","UDP","352","3480  >  35920 Len=310"
"11714","71.554770","104.44.200.242","192.168.10.162","UDP","351","3480  >  35920 Len=309"
"11715","71.554771","104.44.200.242","192.168.10.162","UDP","698","3480  >  35920 Len=656"
"11716","71.554772","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11717","71.554772","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11718","71.555896","104.44.200.242","192.168.10.162","UDP","277","3480  >  35920 Len=235"
"11719","71.555897","104.44.200.242","192.168.10.162","UDP","114","3480  >  35920 Len=72"
"11720","71.555898","104.44.200.242","192.168.10.162","STUN","146","Binding Request user: cTe7:D2bo"
"11721","71.555898","104.44.200.242","192.168.10.162","UDP","1047","3480  >  35920 Len=1005"
"11722","71.555898","104.44.200.242","192.168.10.162","UDP","1047","3480  >  35920 Len=1005"
"11723","71.555901","104.44.200.242","192.168.10.162","UDP","396","3480  >  35920 Len=354"
"11724","71.555902","104.44.200.242","192.168.10.162","UDP","113","3480  >  35920 Len=71"
"11725","71.555902","104.44.200.242","192.168.10.162","UDP","396","3480  >  35920 Len=354"
"11726","71.555902","104.44.200.242","192.168.10.162","UDP","395","3480  >  35920 Len=353"
"11727","71.555903","104.44.200.242","192.168.10.162","UDP","1063","3480  >  35920 Len=1021"
"11728","71.556213","104.44.200.242","192.168.10.162","UDP","549","3480  >  35920 Len=507"
"11729","71.556214","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11730","71.556215","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11731","71.563055","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11732","71.583205","104.44.200.242","192.168.10.162","UDP","669","3480  >  35920 Len=627"
"11735","71.604323","104.44.200.242","192.168.10.162","UDP","660","3480  >  35920 Len=618"
"11736","71.607487","104.44.200.242","192.168.10.162","UDP","366","3480  >  35920 Len=324"
"11738","71.637492","104.44.200.242","192.168.10.162","UDP","366","3480  >  35920 Len=324"
"11739","71.640473","104.44.200.242","192.168.10.162","UDP","677","3480  >  35920 Len=635"
"11740","71.641340","104.44.200.242","192.168.10.162","UDP","287","3480  >  35920 Len=245"
"11741","71.641340","104.44.200.242","192.168.10.162","UDP","106","3480  >  35920 Len=64"
"11742","71.641340","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11743","71.641489","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11747","71.651315","104.44.200.242","192.168.10.162","UDP","1059","3480  >  35920 Len=1017"
"11748","71.656438","104.44.200.242","192.168.10.162","UDP","1059","3480  >  35920 Len=1017"
"11749","71.657328","104.44.200.242","192.168.10.162","UDP","328","3480  >  35920 Len=286"
"11750","71.657328","104.44.200.242","192.168.10.162","UDP","112","3480  >  35920 Len=70"
"11751","71.659612","104.44.200.242","192.168.10.162","UDP","328","3480  >  35920 Len=286"
"11752","71.660801","104.44.200.242","192.168.10.162","UDP","328","3480  >  35920 Len=286"
"11753","71.662275","104.44.200.242","192.168.10.162","UDP","328","3480  >  35920 Len=286"
"11754","71.665977","104.44.200.242","192.168.10.162","UDP","1075","3480  >  35920 Len=1033"
"11755","71.666174","104.44.200.242","192.168.10.162","STUN","122","Binding Success Response XOR-MAPPED-ADDRESS: 88.201.137.108:1040"
"11756","71.670100","104.44.200.242","192.168.10.162","UDP","489","3480  >  35920 Len=447"
"11757","71.670102","104.44.200.242","192.168.10.162","UDP","110","3480  >  35920 Len=68"
"11758","71.670103","104.44.200.242","192.168.10.162","UDP","109","3480  >  35920 Len=67"
"11760","71.703300","104.44.200.242","192.168.10.162","UDP","108","3480  >  35920 Len=66"
"11761","71.705656","104.44.200.242","192.168.10.162","UDP","706","3480  >  35920 Len=664"
