0;0
0,457823567;3,00E-04
0,479180082;6,00E-04
0,49742434;9,00E-04
0,521356514;0,0012
0,54121056;0,0015
0,559776776;0,0018
0,57598197;0,0021
0,591221292;0,0024
0,602597124;0,0027
0,615260786;0,003
0,628675681;0,0033
0,637583172;0,0036
0,648637047;0,0039
0,660334836;0,0042
0,672569221;0,0045
0,682549903;0,0048
0,691350075;0,0051
0,699506332;0,0054
0,707769908;0,0057
0,715711526;0,006
0,722043357;0,0063
0,728697145;0,0066
0,735136295;0,0069
0,741468126;0,0072
0,747585319;0,0075
0,753165915;0,0078
0,757351363;0,0081
0,763039279;0,0084
0,768405237;0,0087
0,773449238;0,009
0,77967375;0,0093
0,785576304;0,0096
0,790727624;0,0099
0,796522859;0,0102
0,802532732;0,0105
0,806610861;0,0108
0,809830436;0,0111
0,814337841;0,0114
0,818845246;0,0117
0,821420906;0,012
0,824103885;0,0123
0,827430779;0,0126
0,830972312;0,0129
0,834299206;0,0132
0,836552908;0,0135
0,839343207;0,0138
0,84277742;0,0141
0,845031123;0,0144
0,847499463;0,0147
0,848787293;0,015
0,850611719;0,0153
0,853187379;0,0156
0,855333763;0,0159
0,856406954;0,0162
0,85823138;0,0165
0,860485083;0,0168
0,862524147;0,0171
0,863704658;0,0174
0,864885168;0,0177
0,865636403;0,018
0,866924233;0,0183
0,869607212;0,0186
0,870787723;0,0189
0,872504829;0,0192
0,874114617;0,0195
0,875939043;0,0198
0,877226873;0,0201
0,878300064;0,0204
0,880017171;0,0207
0,880875724;0,021
0,882270874;0,0213
0,883880661;0,0216
0,885490449;0,0219
0,886349002;0,0222
0,887958789;0,0225
0,889353939;0,0228
0,890641769;0,0231
0,891607641;0,0234
0,892788152;0,0237
0,893646705;0,024
0,895363812;0,0243
0,896222365;0,0246
0,897939472;0,0249
0,899119983;0,0252
0,900300494;0,0255
0,900407813;0,0258
0,901373685;0,0261
0,9020176;0,0264
0,902661515;0,0267
0,903520069;0,027
0,904271303;0,0273
0,905451814;0,0276
0,906954282;0,0279
0,908134793;0,0282
0,909529942;0,0285
0,910388495;0,0288
0,911676325;0,0291
0,912642198;0,0294
0,91360807;0,0297
0,914681262;0,03
0,915754454;0,0303
0,917256922;0,0306
0,918222795;0,0309
0,919725263;0,0312
0,921120412;0,0315
0,921657008;0,0318
0,922515561;0,0321
0,923588753;0,0324
0,924876583;0,0327
0,925949775;0,033
0,927237605;0,0333
0,928525435;0,0336
0,929705945;0,0339
0,93163769;0,0342
0,932496244;0,0345
0,933998712;0,0348
0,935071904;0,0351
0,936037776;0,0354
0,937218287;0,0357
0,939257351;0,036
0,940545181;0,0363
0,941618373;0,0366
0,942584246;0,0369
0,943979395;0,0372
0,945589182;0,0375
0,946662374;0,0378
0,947628246;0,0381
0,949130715;0,0384
0,950096587;0,0387
0,951813694;0,039
0,952242971;0,0393
0,95363812;0,0396
0,954496673;0,0399
0,955569865;0,0402
0,957716248;0,0405
0,95878944;0,0408
0,959969951;0,0411
0,960399227;0,0414
0,961472419;0,0417
0,962438291;0,042
0,963404164;0,0423
0,964155398;0,0426
0,96522859;0,0429
0,965765186;0,0432
0,966194462;0,0435
0,966623739;0,0438
0,967482292;0,0441
0,968340846;0,0444
0,96909208;0,0447
0,970165272;0,045
0,970916506;0,0453
0,971560421;0,0456
0,971882378;0,0459
0,971989697;0,0462
0,972848251;0,0465
0,973814123;0,0468
0,974350719;0,0471
0,974672677;0,0474
0,975209272;0,0477
0,975638549;0,048
0,975960507;0,0483
0,976497102;0,0486
0,97681906;0,0489
0,977033698;0,0492
0,977677613;0,0495
0,978536167;0,0498
0,978965443;0,0501
0,979502039;0,0504
0,979609358;0,0507
0,979823997;0,051
0,980253273;0,0513
0,980360592;0,0516
0,980575231;0,0519
0,981004507;0,0522
0,981326465;0,0525
0,981863061;0,0528
0,982077699;0,0531
0,982506976;0,0534
0,982614295;0,0537
0,982614295;0,054
0,982828933;0,0543
0,982828933;0,0546
0,982828933;0,0549
0,98325821;0,0552
0,983580167;0,0555
0,983794806;0,0558
0,984009444;0,0561
0,984009444;0,0564
0,984331402;0,0567
0,984331402;0,057
0,984438721;0,0573
0,985189955;0,0576
0,985404593;0,0579
0,985511912;0,0582
0,985511912;0,0585
0,985619232;0,0588
0,985941189;0,0591
0,985941189;0,0594
0,985941189;0,0597
0,986370466;0,06
0,986585104;0,0603
0,986799742;0,0606
0,986907062;0,0609
0,987014381;0,0612
0,9871217;0,0615
0,987443657;0,0618
0,987658296;0,0621
0,987980253;0,0624
0,987980253;0,0627
0,987980253;0,063
